"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"22-Sep-2023","EQ","1,580.00","1,617.95","1,566.10","1,583.25","1,610.00","1,607.15","1,601.02","1,670.00","1,123.40","3,827,771","6,128,320,005.60","158,229"
"21-Sep-2023","EQ","1,637.80","1,656.20","1,575.10","1,634.00","1,586.90","1,583.25","1,598.98","1,670.00","1,123.40","2,898,266","4,634,277,070.80","132,021"
"20-Sep-2023","EQ","1,620.10","1,665.00","1,620.10","1,641.45","1,642.00","1,634.00","1,641.12","1,670.00","1,123.40","6,116,670","10,038,194,819.80","161,553"
"18-Sep-2023","EQ","1,608.75","1,670.00","1,602.10","1,601.10","1,637.25","1,641.45","1,643.96","1,670.00","1,123.40","6,887,528","11,322,821,630.20","238,663"
"15-Sep-2023","EQ","1,579.65","1,610.70","1,571.85","1,566.00","1,600.05","1,601.10","1,596.74","1,610.70","1,123.40","5,425,897","8,663,746,439.45","132,986"
"14-Sep-2023","EQ","1,545.00","1,575.40","1,538.35","1,536.95","1,574.00","1,566.00","1,555.96","1,605.90","1,123.40","2,220,196","3,454,543,286.40","111,644"
"13-Sep-2023","EQ","1,564.00","1,568.60","1,530.10","1,557.95","1,536.65","1,536.95","1,544.36","1,605.90","1,123.40","2,382,637","3,679,649,124.45","106,500"
"12-Sep-2023","EQ","1,582.20","1,589.45","1,513.05","1,582.10","1,552.70","1,557.95","1,547.80","1,605.90","1,123.40","3,770,868","5,836,561,603.85","151,631"
"11-Sep-2023","EQ","1,567.65","1,589.00","1,564.00","1,567.55","1,580.55","1,582.10","1,578.07","1,605.90","1,123.40","1,921,950","3,032,976,545.50","71,137"
"08-Sep-2023","EQ","1,565.10","1,578.00","1,560.00","1,565.75","1,567.30","1,567.55","1,568.94","1,605.90","1,123.40","1,223,910","1,920,238,327.90","54,277"
"07-Sep-2023","EQ","1,572.20","1,577.90","1,560.25","1,577.00","1,564.90","1,565.75","1,566.50","1,605.90","1,123.40","1,514,369","2,372,252,819.20","64,556"
"06-Sep-2023","EQ","1,577.00","1,580.90","1,558.70","1,571.15","1,572.20","1,577.00","1,571.48","1,605.90","1,123.40","1,301,466","2,045,222,551.50","75,648"
